room_type,number_of_reviews,calculated_host_listings_count,availability_365,price
0,1,1,179,46
1,0,1,0,175
1,6,1,292,130
1,2,1,0,75
1,5,1,0,120
0,7,1,0,70
0,12,2,0,50
1,0,1,2,69
0,5,1,0,45
1,0,1,336,333
1,40,1,29,125
0,1,2,312,80
0,3,2,49,65
0,1,1,147,129
0,0,1,0,130
0,2,1,0,40
0,2,1,238,38
0,6,1,0,65
1,2,1,44,150
1,15,1,29,200
1,18,1,1,130
0,9,3,177,49
0,14,1,0,85
1,0,1,0,160
0,0,1,0,60
1,6,2,0,150
1,12,1,0,200
1,1,2,145,135
1,4,1,7,274
0,4,1,0,54
1,0,2,244,155
0,2,1,358,50
1,34,2,117,60
0,6,2,10,90
1,0,1,0,200
2,0,1,0,60
1,0,2,22,250
0,0,1,0,51
0,7,3,0,80
1,15,1,7,185
1,5,1,0,200
0,30,3,0,29
1,5,1,163,200
0,2,1,0,40
1,43,1,188,150
0,0,1,0,32
0,8,1,165,100
1,1,1,0,150
1,2,1,0,100
0,32,1,22,65
1,0,2,0,130
1,37,1,13,115
0,57,1,48,120
1,4,1,0,145
0,1,1,326,60
1,2,1,0,167
1,0,1,0,117
1,6,1,0,150
1,7,1,44,200
0,3,1,5,249
1,22,1,22,185
0,3,1,0,42
0,6,2,63,95
0,4,1,53,42
0,8,1,0,40
1,5,1,3,235
0,0,1,0,45
0,55,3,136,55
1,0,1,0,295
1,2,1,234,232
0,1,1,13,48
1,9,1,365,160
0,10,2,23,60
0,1,1,0,50
1,2,1,11,131
1,33,1,8,105
1,2,1,0,95
0,2,2,30,225
0,1,1,0,37
1,7,1,0,150
1,0,1,0,70
0,1,1,0,35
0,13,1,0,45
0,2,1,83,95
0,1,1,365,90
0,8,3,50,61
0,1,1,0,99
0,0,1,44,80
0,1,2,87,249
0,5,2,0,110
1,26,1,0,150
0,2,1,0,70
1,3,1,0,150
1,56,1,18,145
1,2,1,0,125
0,11,1,0,70
0,1,3,341,43
0,35,1,162,99
1,4,1,0,95
1,1,1,0,125
0,0,1,177,95
1,20,1,0,145
0,0,1,0,65
1,4,1,0,70
1,1,1,0,165
0,6,2,359,95
0,49,1,84,119
1,69,1,233,73
0,67,2,20,50
0,16,2,20,150
0,9,1,328,45
0,24,1,0,80
0,4,2,7,99
1,4,1,5,90
0,39,1,0,68
0,54,1,64,30
1,18,1,30,140
1,1,1,0,120
0,0,1,0,80
1,4,2,0,170
0,14,2,364,80
0,10,2,281,70
1,15,1,83,160
1,13,1,0,275
1,2,1,0,165
1,4,1,0,80
1,38,1,364,229
1,12,1,0,174
0,0,1,0,100
1,0,1,0,135
0,0,2,0,60
0,9,1,90,165
2,24,3,208,69
0,2,1,363,70
0,1,1,322,55
0,4,3,364,81
0,0,1,16,60
0,58,1,13,50
0,4,1,109,65
0,9,1,35,69
1,0,1,364,225
0,6,2,0,100
1,15,1,160,105
1,3,1,0,199
1,2,1,10,160
0,5,1,145,75
0,2,1,188,75
0,1,1,0,35
1,1,1,0,139
0,24,1,5,59
1,0,1,0,150
1,0,1,0,200
1,0,1,0,195
1,0,1,0,95
1,0,1,87,80
0,1,1,0,49
0,0,1,0,37
1,3,1,0,150
0,1,1,0,62
1,2,1,4,150
1,1,1,0,148
1,4,1,49,160
1,1,1,0,190
0,0,1,0,75
1,18,2,156,220
1,36,1,89,120
1,27,1,266,250
0,16,1,313,60
1,64,1,15,100
0,10,1,15,39
0,0,1,0,75
2,0,2,27,65
1,1,2,0,240
0,12,1,0,56
1,3,1,0,250
0,0,1,176,50
0,20,1,16,45
1,0,1,0,300
1,0,1,0,210
1,2,1,0,225
1,0,1,4,250
1,20,1,341,120
0,6,1,89,55
0,3,1,0,75
0,20,2,242,48
1,0,1,5,90
0,0,3,43,75
1,8,1,250,135
0,4,1,333,50
1,0,1,0,55
0,0,1,0,65
1,28,1,43,145
1,0,1,0,260
0,21,3,0,65
0,1,1,138,90
2,1,1,170,80
0,17,2,289,58
1,15,1,12,119
1,42,1,0,220
0,5,1,0,47
1,3,1,0,200
1,5,1,0,100
1,3,1,74,130
1,4,1,65,68
1,45,2,159,104
1,16,1,0,295
1,12,1,0,170
0,1,1,158,98
0,3,1,69,70
0,8,1,0,90
1,0,2,0,145
0,37,2,228,36
1,54,1,59,150
1,30,1,363,110
1,1,1,0,225
1,12,1,319,229
1,1,1,0,160
1,0,1,0,175
0,0,3,0,69
0,15,1,249,30
0,25,1,3,44
0,60,1,101,65
2,15,2,0,50
1,10,1,2,93
0,42,3,337,53
1,0,1,0,120
1,12,1,0,135
0,1,1,0,65
1,3,1,0,125
0,0,1,0,50
1,31,1,55,165
1,14,1,0,71
1,1,1,354,170
1,18,1,0,145
1,68,1,2,99
1,0,1,125,125
1,4,1,0,60
1,1,1,201,100
0,15,2,262,45
1,1,1,110,145
0,1,1,0,100
0,0,2,0,100
0,4,2,117,130
1,5,1,0,250
0,0,1,0,100
2,0,1,0,95
0,67,3,173,85
0,0,1,0,50
0,12,1,294,65
1,12,1,26,150
1,52,1,30,99
2,10,1,365,55
0,3,1,47,45
1,0,1,0,155
1,46,1,0,180
0,21,3,291,20
0,0,1,115,70
0,1,1,87,110
1,16,1,8,100
1,27,1,63,175
1,0,1,0,175
0,4,2,60,69
0,41,2,59,65
0,30,1,342,125
0,24,1,167,45
1,4,1,76,220
0,11,1,147,66
1,53,1,304,218
0,58,1,45,80
1,0,1,11,200
0,2,1,0,60
1,1,1,16,115
1,64,1,257,219
0,5,1,0,55
1,19,1,75,103
1,13,1,29,249
0,1,1,0,80
1,3,1,0,130
1,7,1,0,120
0,4,1,0,60
0,2,1,0,115
1,12,1,5,66
1,2,1,0,78
0,10,3,180,119
0,3,1,0,120
1,2,1,5,119
1,0,1,0,250
1,50,1,0,112
1,24,1,39,88
1,2,1,0,300
0,0,1,0,49
1,3,1,0,200
0,1,1,59,150
1,4,1,0,135
1,1,1,0,129
1,5,3,44,285
1,31,2,239,179
0,39,3,141,42
1,28,1,93,129
1,3,1,0,250
1,8,1,175,249
1,0,1,0,180
0,1,1,0,45
1,5,1,0,200
1,53,1,6,135
1,18,1,2,160
0,0,1,0,75
1,0,1,0,150
0,0,1,0,40
1,48,1,0,110
0,2,1,0,55
0,0,1,0,65
1,16,2,181,93
0,19,2,211,49
1,0,1,6,100
1,4,1,59,190
1,0,1,0,100
1,31,2,4,180
1,41,1,258,275
1,2,2,360,215
1,6,1,45,300
1,17,1,0,100
1,49,1,276,120
0,53,1,0,165
0,1,1,0,64
0,6,1,0,70
0,1,1,179,150
2,12,2,51,34
1,3,1,0,80
0,43,1,0,65
0,25,1,0,100
0,0,1,0,50
0,0,1,0,68
1,15,1,0,250
1,0,1,0,200
1,5,1,124,275
1,23,1,0,199
0,1,1,0,150
0,1,1,0,49
0,13,2,0,95
0,5,2,0,160
0,13,2,65,30
1,16,1,364,225
0,23,1,255,65
0,0,1,0,65
0,7,2,155,55
0,7,1,0,30
1,19,1,1,140
1,11,2,0,200
1,15,1,0,90
1,5,1,325,330
2,1,1,365,75
0,2,1,0,35
1,1,1,363,250
0,16,2,0,95
1,0,1,0,295
1,27,2,96,131
0,0,2,364,70
0,1,1,0,75
1,0,1,3,85
0,21,1,141,125
0,1,1,0,90
0,1,1,48,55
1,8,1,166,85
1,28,1,0,150
0,8,1,0,70
1,5,1,13,232
0,1,1,0,95
1,1,1,0,200
0,1,1,0,55
0,1,1,0,80
1,6,1,106,130
1,32,1,265,115
1,0,3,362,300
1,11,1,0,199
1,0,3,314,165
1,8,1,0,115
0,3,1,0,60
1,26,1,139,109
1,2,1,323,101
0,6,3,12,75
0,13,1,0,45
0,0,1,87,159
1,50,2,91,125
0,4,1,0,78
1,8,1,188,105
1,2,1,0,120
0,19,1,363,149
1,42,1,133,165
0,1,1,0,38
1,6,1,0,250
1,12,1,6,150
0,5,1,0,65
0,0,1,0,60
1,1,1,25,300
0,0,1,0,40
1,32,2,0,295
0,44,1,91,79
0,0,1,89,130
1,0,1,0,75
0,0,1,45,110
1,36,1,130,85
0,4,1,0,24
1,1,1,179,300
1,9,1,7,135
0,5,1,2,70
1,8,1,294,250
1,6,1,0,75
0,35,2,98,69
0,14,1,32,95
1,1,1,0,200
0,2,1,220,30
1,7,1,0,178
0,1,1,44,89
0,4,3,0,85
0,2,1,0,35
0,26,1,362,49
0,7,1,0,29
0,16,2,38,43
1,1,1,0,159
0,40,1,354,85
1,47,1,0,150
1,28,1,0,180
0,1,1,0,125
1,2,1,300,190
2,0,2,86,60
1,7,1,0,230
1,1,1,0,105
0,16,3,89,120
0,6,1,156,65
1,37,1,28,80
0,5,1,0,120
0,67,2,72,30
1,1,1,0,195
1,26,1,0,130
0,3,2,175,80
0,6,2,90,200
1,5,1,0,165
0,2,1,24,99
1,12,1,0,92
0,2,1,325,49
0,36,2,49,100
0,0,1,7,45
1,58,1,124,159
0,0,1,0,60
0,5,1,0,65
1,6,1,0,200
1,2,1,0,125
1,0,1,270,195
1,15,1,0,150
1,0,2,142,230
1,0,1,0,62
0,0,1,235,120
1,17,1,352,130
1,12,1,362,300
1,1,1,0,150
1,0,1,0,180
0,1,2,0,125
1,6,1,56,80
0,2,1,0,55
1,2,1,0,70
1,13,1,8,81
0,9,2,0,60
0,0,1,0,65
0,0,1,156,90
1,52,2,20,125
1,20,1,0,200
1,23,1,196,120
1,45,2,268,200
1,1,1,0,200
0,25,2,20,61
0,1,3,0,60
1,8,1,0,270
0,0,1,180,95
1,6,2,273,225
1,43,1,95,125
0,17,2,283,45
1,1,1,0,180
0,0,1,0,70
1,51,1,0,245
0,3,2,0,75
2,6,1,83,32
0,4,1,175,38
0,12,3,2,100
0,8,1,0,54
1,5,2,0,150
0,0,2,177,120
1,2,1,35,100
0,10,2,0,100
0,2,1,0,55
1,4,1,72,200
0,2,1,0,25
0,9,1,262,70
0,6,1,0,130
0,36,1,218,79
1,1,1,174,300
1,12,1,277,276
1,3,1,0,180
1,1,1,0,120
1,0,1,12,250
0,26,2,160,85
1,0,1,0,149
1,7,1,28,130
1,4,1,0,99
0,0,1,5,119
0,63,2,341,55
1,1,1,9,180
0,4,3,149,150
0,3,1,0,80
1,16,1,318,210
0,23,1,263,55
1,63,2,61,199
0,19,3,350,47
0,4,1,331,80
1,0,2,235,225
0,0,1,13,51
1,2,2,29,230
1,9,3,365,135
0,2,1,0,75
1,29,1,63,110
1,34,1,0,185
1,23,1,173,100
1,49,1,2,125
0,12,1,0,71
1,0,1,0,170
1,51,1,88,200
1,5,1,1,160
1,14,2,356,289
0,0,1,0,35
1,0,1,0,150
1,35,1,0,185
0,0,1,0,60
1,10,1,160,100
1,9,1,0,125
0,64,1,322,69
0,3,3,28,65
1,1,3,181,125
1,36,2,28,191
1,0,1,36,146
0,12,1,179,95
1,9,1,0,250
0,4,2,80,50
0,63,1,33,100
0,3,2,0,45
1,4,1,365,250
1,0,1,176,185
1,7,1,312,170
1,3,1,0,140
1,64,2,96,95
1,5,1,231,129
1,0,1,0,250
1,56,1,226,200
0,2,1,5,78
1,0,1,36,125
1,0,1,0,150
1,39,1,4,94
0,2,1,179,50
0,4,1,7,49
1,48,1,21,90
0,6,2,151,80
1,5,1,0,75
1,1,1,0,190
0,10,1,0,118
0,25,2,34,55
0,0,1,0,50
0,15,1,75,85
0,27,2,104,60
1,20,1,272,150
0,17,1,0,99
0,3,1,0,75
0,1,1,0,75
1,3,1,0,115
0,0,1,0,100
1,19,3,179,300
1,64,2,225,69
1,28,1,188,145
0,31,2,189,110
0,0,1,171,90
1,0,1,179,150
1,1,1,0,100
0,1,3,260,100
0,9,2,46,65
1,6,1,0,180
0,0,1,0,60
1,5,1,0,190
1,2,1,0,116
1,9,1,0,200
1,2,1,0,115
0,0,1,0,30
0,5,1,0,46
1,4,1,0,110
1,0,1,0,175
0,36,1,79,95
1,0,1,0,160
0,25,3,211,25
1,5,1,0,71
0,10,2,54,45
1,30,1,284,150
1,21,1,164,175
1,66,1,158,145
1,19,2,205,275
0,30,1,62,49
2,26,1,50,25
0,11,1,0,50
1,7,1,118,250
0,0,1,0,37
0,52,2,276,63
1,13,1,4,180
1,44,1,66,97
1,6,1,0,75
1,2,1,0,300
1,10,1,206,150
0,6,1,54,50
1,1,1,35,175
0,0,2,0,65
1,25,1,266,163
1,51,1,303,80
0,13,2,160,65
0,0,1,3,224
0,5,1,33,75
0,29,1,362,80
0,38,2,119,25
0,28,2,0,50
1,3,1,0,150
1,2,1,365,180
1,3,1,0,250
1,4,1,14,120
0,14,1,286,55
1,1,1,11,125
0,0,1,0,23
1,49,1,347,125
2,25,1,270,75
1,21,1,0,179
1,6,1,5,275
1,2,1,244,279
0,5,1,8,185
0,2,3,284,69
0,50,1,246,89
0,7,1,0,50
0,32,2,74,100
2,8,1,89,50
0,1,1,20,80
1,0,1,35,240
1,7,3,54,175
0,8,1,0,45
1,9,1,0,200
0,29,1,13,85
0,0,3,330,100
1,4,2,0,79
0,1,1,157,55
0,1,1,0,41
1,0,1,14,250
2,15,1,4,110
1,8,1,38,143
1,14,2,330,93
0,46,2,52,76
0,6,1,0,70
1,14,1,144,105
2,8,1,365,99
1,9,3,169,170
1,9,1,99,108
1,15,1,0,145
0,3,1,0,165
0,34,1,74,85
0,0,1,0,30
0,0,1,0,132
1,7,1,121,320
1,19,1,7,150
1,1,1,260,110
0,56,2,90,70
0,14,1,44,65
0,1,1,0,40
1,0,1,0,300
0,4,2,96,48
0,0,1,30,70
0,17,1,72,289
0,0,2,362,190
1,14,1,0,200
1,2,1,0,150
1,9,1,0,135
0,5,1,0,60
0,1,3,157,35
0,23,1,365,152
0,31,1,0,99
0,1,1,74,53
0,3,2,29,36
0,0,2,75,125
1,5,1,0,225
0,29,1,67,75
0,47,2,0,44
1,0,2,359,160
2,3,3,343,37
1,4,1,35,140
0,0,1,89,85
1,1,2,92,250
1,7,1,0,200
1,0,2,0,165
1,6,1,28,160
0,31,2,365,105
1,23,2,233,180
0,9,1,0,89
0,13,1,36,55
1,13,1,0,150
1,16,1,51,50
0,10,1,0,99
0,9,2,0,40
1,2,1,0,166
1,23,1,1,125
0,1,3,1,90
1,2,1,22,178
1,1,1,210,120
0,0,1,0,65
1,0,1,0,80
0,65,2,52,40
0,10,1,365,85
0,3,1,94,250
0,0,1,0,51
2,0,1,0,200
1,14,1,0,200
0,0,1,0,60
2,21,1,188,50
1,0,1,9,240
1,11,1,0,200
0,1,1,0,30
0,1,3,179,40
0,12,1,0,49
0,12,1,85,195
1,9,1,0,149
1,0,1,0,200
1,1,1,10,250
1,1,1,326,200
0,1,1,0,60
1,1,1,0,200
0,50,3,234,130
1,12,1,0,250
1,7,1,0,145
0,2,2,5,34
1,10,1,0,148
1,30,3,125,280
1,0,1,9,200
1,3,1,6,115
1,1,1,16,200
0,0,1,0,150
1,69,1,275,125
1,27,1,41,125
1,1,1,0,150
0,3,1,0,70
1,3,1,0,120
0,10,2,364,60
1,0,1,0,175
1,2,1,0,90
1,0,1,0,250
0,11,1,81,150
1,2,1,0,140
1,54,1,181,195
1,2,1,0,225
1,15,3,293,190
1,23,3,316,94
1,1,1,0,210
1,16,1,103,228
0,2,1,84,100
1,9,1,0,120
1,8,1,258,165
0,0,1,77,120
1,19,1,34,275
1,11,1,0,162
0,0,1,0,60
1,12,1,0,190
1,9,1,0,110
0,0,1,37,49
1,4,2,154,268
1,3,1,0,119
1,0,1,0,200
1,9,1,168,150
0,26,3,362,79
1,23,1,0,135
0,68,1,63,46
0,0,3,278,60
0,30,1,0,80
0,2,1,0,55
1,36,1,322,85
0,6,1,0,135
1,1,1,0,290
1,20,1,0,259
0,1,2,48,59
0,0,1,0,45
0,2,1,172,80
1,1,1,0,200
1,2,1,10,260
1,13,2,197,110
0,11,3,282,90
0,2,1,0,55
1,7,1,36,200
1,69,1,58,195
1,9,1,57,139
0,1,1,0,40
1,5,1,0,200
1,12,1,31,159
1,24,1,48,140
0,0,1,0,190
0,8,1,73,59
0,2,1,0,80
1,40,1,0,300
1,61,1,82,139
1,0,1,5,100
1,18,1,292,219
1,4,1,171,235
0,0,2,0,35
0,29,1,209,159
1,46,1,170,175
1,2,1,0,250
0,0,1,0,50
1,13,1,327,200
1,4,1,200,199
1,3,1,0,97
0,30,3,219,89
1,2,1,63,250
1,10,1,365,200
0,0,1,0,80
0,17,1,280,65
0,33,1,101,58
1,2,2,0,50
0,0,1,0,75
1,16,1,321,227
1,0,1,0,300
0,19,2,0,36
1,53,1,0,160
1,6,1,0,150
1,36,2,2,159
1,1,1,0,200
0,3,1,0,70
1,16,1,96,145
0,0,1,0,40
0,3,1,0,30
0,7,1,0,60
0,0,1,49,75
0,1,1,0,80
0,14,1,3,60
0,3,3,0,193
0,5,1,62,35
0,2,1,0,80
1,3,1,0,150
0,18,1,30,40
1,16,1,40,60
1,51,1,172,225
1,0,1,0,120
0,2,1,269,100
1,8,1,0,75
1,39,1,1,120
0,1,1,0,70
0,3,2,179,90
1,3,1,0,120
1,40,1,324,85
0,0,1,89,120
1,11,1,2,150
1,67,1,0,129
0,2,1,0,49
0,0,2,179,55
2,8,1,0,40
1,5,1,0,120
0,2,2,20,100
0,1,1,0,65
1,1,1,0,125
1,1,1,14,175
0,6,2,0,70
0,0,1,89,40
1,6,1,362,85
0,37,1,75,55
2,2,1,0,80
1,14,1,336,200
0,2,1,0,10
1,15,1,35,149
1,4,1,7,224
2,25,2,78,40
0,0,1,0,65
0,1,1,0,85
0,1,2,365,206
1,2,1,0,150
0,30,2,80,125
1,5,1,35,200
1,35,2,40,85
1,18,1,0,172
1,6,1,0,150
0,4,1,0,50
1,46,1,254,160
1,59,1,71,195
0,8,2,7,100
0,4,1,0,60
0,14,1,0,230
0,1,1,0,38
1,3,1,164,150
0,3,1,0,40
1,9,1,0,155
1,1,1,0,95
1,0,1,7,110
1,13,1,212,299
0,31,2,77,44
0,1,1,0,100
1,15,1,59,188
0,66,3,334,100
0,7,1,0,58
0,1,1,0,70
1,14,1,0,215
1,5,1,0,77
0,16,1,157,75
1,1,1,0,119
0,61,1,137,115
1,3,1,0,99
1,59,1,24,49
1,5,1,23,150
1,6,1,250,250
1,0,1,46,168
0,33,2,359,67
1,0,1,0,200
1,54,1,230,140
0,7,2,0,70
1,11,1,11,125
0,24,1,188,125
1,60,1,320,148
1,2,1,0,150
1,0,1,0,67
0,12,1,0,85
0,2,1,0,75
1,2,1,365,180
1,1,1,0,100
0,42,1,0,64
1,3,1,19,199
1,4,2,296,135
1,0,1,0,125
0,4,1,0,97
1,28,1,26,65
0,0,1,0,60
1,10,1,0,200
0,2,1,0,70
0,30,1,90,85
1,0,1,0,200
0,2,1,0,56
0,16,2,0,50
1,60,1,94,150
0,5,1,0,69
1,0,1,0,200
0,7,1,281,49
0,0,1,0,52
0,0,1,0,90
0,1,1,35,55
0,1,2,0,100
1,11,1,0,150
0,4,2,0,77
1,23,1,175,150
0,0,1,0,75
1,5,1,0,100
1,1,1,308,270
1,12,1,34,150
0,1,1,0,40
0,13,3,157,59
0,0,2,359,74
1,1,1,0,120
0,12,1,0,52
1,0,1,0,140
0,1,2,0,55
0,10,1,0,95
1,0,1,0,135
1,8,1,185,125
0,1,1,0,60
0,8,2,0,99
0,10,1,0,100
0,12,1,0,100
0,8,1,0,62
1,18,1,0,100
1,2,1,12,198
0,0,3,180,92
1,0,1,0,195
1,45,1,302,199
1,2,1,349,300
1,2,1,0,125
1,1,1,0,225
1,2,1,32,100
0,24,2,179,99
0,1,2,0,45
1,3,1,0,86
1,9,1,0,165
1,2,1,0,157
1,0,1,0,170
1,6,1,0,120
0,0,1,0,79
1,41,1,69,149
0,3,1,0,75
0,19,3,43,69
1,28,1,355,120
0,4,1,0,55
1,68,2,166,250
2,62,1,21,99
1,43,1,0,85
0,23,1,0,55
0,4,1,0,50
1,11,1,259,200
0,1,1,187,60
0,1,1,0,65
1,5,1,170,159
0,8,2,208,90
1,22,1,189,169
0,3,1,0,32
0,1,1,0,50
0,1,1,0,50
0,41,2,0,55
1,9,2,6,160
0,0,1,136,55
0,0,2,84,40
0,3,1,0,97
1,16,1,2,175
0,13,1,37,45
1,7,1,54,95
0,3,2,0,85
0,19,1,189,51
1,2,1,0,100
0,0,1,0,49
1,14,1,0,50
0,3,1,27,70
0,28,3,13,75
1,4,1,0,195
0,1,1,36,35
0,1,1,0,180
1,0,1,0,125
1,29,1,349,325
1,19,1,101,299
0,0,1,0,60
1,0,1,0,150
0,0,1,364,60
0,38,1,0,45
1,8,1,0,150
0,54,3,24,150
1,34,1,23,120
1,34,2,120,90
1,7,1,0,165
0,16,3,0,45
1,33,1,107,150
1,3,1,45,220
0,38,1,10,100
1,9,1,0,130
1,3,3,104,90
0,2,1,0,55
1,1,1,5,95
0,12,1,358,310
0,2,1,1,60
0,7,1,325,70
1,36,1,0,100
0,21,3,138,75
1,7,1,8,176
0,0,2,160,100
1,2,1,0,139
1,0,1,51,215
1,2,1,133,128
1,5,1,0,250
0,4,2,0,60
0,0,1,0,68
0,0,1,207,125
0,48,1,86,80
0,4,2,76,55
1,68,1,299,110
0,0,1,125,95
1,5,1,88,125
1,3,1,3,155
1,2,1,0,80
0,1,1,1,45
0,23,1,0,50
0,0,1,35,230
1,3,1,119,299
1,2,3,14,300
1,3,1,0,125
0,45,1,83,100
1,0,1,0,200
1,9,1,13,150
2,32,3,5,49
0,9,1,0,150
1,5,1,298,200
0,18,3,85,172
0,36,1,17,59
1,12,1,12,100
0,0,3,0,48
0,2,1,279,53
1,1,1,0,200
0,0,3,0,240
1,2,1,0,105
1,4,1,75,290
0,0,1,0,65
0,7,1,0,150
0,1,1,0,60
0,9,1,0,40
0,0,1,0,89
0,58,2,333,65
0,23,1,172,69
0,22,2,68,41
1,0,1,0,100
0,2,1,0,75
1,2,1,0,78
1,2,1,263,163
0,0,1,49,120
0,20,2,89,49
0,1,1,0,69
0,3,1,0,86
1,39,1,0,250
0,1,2,250,45
0,2,1,0,70
0,0,1,0,50
0,2,1,0,75
0,57,1,253,80
1,32,1,96,149
1,0,2,0,80
1,1,2,0,100
0,0,1,365,200
0,70,1,1,75
1,1,1,0,200
1,0,1,0,131
1,0,2,0,85
1,3,1,0,100
0,4,1,0,119
0,49,3,358,110
1,20,1,0,100
0,1,1,0,33
0,38,1,12,65
1,2,1,0,76
0,48,1,232,54
1,0,1,0,170
0,6,1,1,44
1,19,1,72,107
1,1,1,0,103
0,36,1,278,85
1,11,2,37,175
0,0,1,0,100
0,38,1,54,125
1,29,1,0,175
1,1,1,0,160
0,19,1,238,69
1,13,1,87,80
1,6,1,1,165
0,2,1,0,74
0,0,1,180,60
1,0,1,51,162
0,0,2,0,120
0,3,1,0,58
0,0,3,0,120
1,1,1,0,250
0,2,1,335,95
0,7,1,11,65
1,0,1,0,135
0,1,1,87,40
1,2,1,254,180
1,2,1,0,100
0,11,2,0,70
0,0,1,0,75
1,43,1,161,85
1,0,1,0,190
1,1,2,21,150
1,13,1,0,139
0,1,1,268,61
0,3,1,2,110
1,3,1,85,200
0,28,1,88,100
2,2,2,22,45
1,13,1,167,260
0,0,2,0,80
0,0,1,168,200
1,52,1,271,240
0,0,1,0,80
1,21,1,116,139
0,9,1,0,120
1,5,1,0,240
0,0,1,0,50
0,0,3,12,110
0,0,1,0,55
0,19,1,0,85
1,30,1,24,175
1,12,1,206,200
1,60,1,164,167
0,15,1,0,50
1,0,1,0,145
1,1,1,308,275
0,19,3,8,35
0,0,1,0,180
1,0,1,7,150
0,2,1,0,35
1,2,1,8,199
1,1,1,0,230
0,3,1,0,120
1,2,1,135,90
1,9,1,105,300
0,0,1,0,109
1,5,1,235,260
1,15,1,8,108
0,58,1,42,135
0,5,1,0,90
1,6,1,0,246
1,12,1,0,225
0,65,1,0,70
1,20,1,284,110
0,27,1,27,119
1,3,1,0,220
1,1,1,0,300
1,39,2,258,87
1,70,1,71,125
0,1,1,0,70
0,0,1,0,150
0,0,1,0,45
0,0,1,363,125
0,46,3,108,60
1,17,2,36,150
0,0,1,0,80
1,13,1,160,150
1,8,2,21,79
0,1,1,0,55
0,7,1,89,120
0,0,1,361,75
1,56,1,64,70
0,17,2,38,54
1,19,1,212,69
1,4,1,138,179
1,1,1,0,110
1,27,2,62,97
1,1,1,0,120
0,0,1,0,55
0,0,1,0,30
0,0,1,0,50
1,1,1,0,210
0,69,2,0,88
1,19,1,297,199
1,0,2,112,100
1,11,1,2,150
0,0,1,31,47
1,2,1,0,125
0,55,1,348,125
0,1,1,0,75
1,2,2,364,150
0,35,1,364,225
1,1,1,168,225
1,55,1,69,85
1,2,1,0,150
1,4,1,3,70
0,0,1,0,120
1,25,1,220,250
0,15,1,0,55
1,4,1,20,50
1,39,1,270,195
1,4,1,173,155
0,1,2,158,80
1,1,1,0,200
0,0,1,0,115
0,1,1,0,35
0,1,1,0,95
0,15,1,35,70
1,3,1,0,75
1,12,1,38,150
0,0,1,0,50
0,6,2,22,55
0,69,1,354,36
1,0,1,0,129
1,14,1,29,196
1,6,1,0,80
0,1,1,0,140
0,0,1,0,50
0,0,1,0,175
0,8,3,0,75
0,50,1,1,55
0,45,1,0,70
0,0,3,363,80
0,1,3,72,62
1,70,3,255,270
0,10,2,0,100
0,2,1,0,78
0,10,1,18,70
0,1,1,0,70
0,6,1,0,90
1,0,1,0,140
1,21,1,335,160
0,3,3,364,150
1,9,1,364,225
0,2,1,0,95
0,0,1,99,100
1,0,1,0,99
0,6,1,12,95
0,0,2,0,80
0,52,1,192,99
1,6,1,7,200
0,1,2,362,45
1,1,1,0,150
0,28,1,0,90
0,8,1,0,90
0,66,1,19,60
1,38,1,0,93
1,2,1,0,144
0,0,1,0,60
0,35,2,30,45
1,1,1,0,190
0,1,1,47,75
0,69,1,0,65
1,24,1,17,225
0,1,1,0,50
0,1,1,0,80
1,2,2,169,79
0,12,2,0,60
1,42,1,126,250
0,20,1,257,275
1,6,1,0,230
1,9,1,202,259
1,0,1,0,125
0,25,1,64,70
1,51,1,136,95
1,57,1,0,175
1,16,1,20,100
0,17,1,0,56
0,16,1,24,118
1,9,3,0,150
1,35,1,31,145
0,4,1,53,100
0,0,1,0,74
1,18,2,0,250
0,3,2,337,115
1,1,1,71,195
1,42,1,52,85
0,61,2,0,80
1,1,1,0,90
1,32,1,0,143
1,22,1,5,133
1,1,1,18,250
0,5,1,0,75
0,5,1,365,75
1,1,1,15,120
0,17,1,43,99
0,60,1,1,90
1,8,1,0,270
1,9,1,0,308
0,11,2,20,70
1,0,2,142,128
1,0,1,0,260
0,1,1,0,65
1,5,1,18,90
0,9,3,0,70
1,3,1,0,159
0,8,1,364,85
1,20,1,23,185
0,49,3,307,45
0,2,1,0,60
0,36,1,0,47
1,22,1,1,244
1,0,1,0,150
0,64,3,0,97
0,2,1,359,50
1,0,1,0,190
0,6,3,333,45
1,0,1,89,100
1,1,1,0,120
1,3,1,0,200
0,3,1,0,100
0,0,1,0,43
1,59,1,328,149
1,5,1,66,115
1,0,1,0,250
0,13,2,23,200
1,0,1,0,185
1,0,1,311,300
0,0,1,0,65
1,11,1,13,195
1,18,2,166,125
1,4,1,115,75
1,3,2,167,160
1,33,1,0,175
0,1,1,0,27
0,5,1,53,55
1,0,1,5,165
1,1,1,0,200
1,0,1,0,90
0,69,1,277,120
0,6,2,0,60
0,12,2,47,43
0,0,2,134,60
0,15,1,27,60
0,0,1,24,28
0,7,1,0,75
1,6,1,43,269
0,0,1,0,38
1,44,1,179,325
0,52,1,0,70
1,0,1,0,160
1,1,1,88,150
1,65,1,186,150
1,10,1,188,250
1,11,1,32,178
1,2,2,0,129
1,0,1,345,200
1,58,1,188,290
0,2,1,0,65
0,0,1,0,80
1,6,1,0,118
0,0,1,0,65
1,50,2,277,275
0,0,2,64,190
1,0,1,0,99
0,0,2,89,60
